Region,Altitude,Order,Type,MMU,Mass,G1,G2,G3,FET,SIT,PT,ALT,MNT,LOIT,FE1,SI1,P1,AL1,MN1,LOI1,FE2,SI2,P2,AL2,MN2,LOI2,FE3,SI3,P3,AL3,MN3,LOI3
region_8,10,3,1,region_8#10#3#1,16691,35.08,9.48,7.82,27.15,9.33,0.08,1.95,0.02,1.84,53.66,16.63,0.14,2.79,0.03,3.00,53.60,13.34,0.19,4.88,0.05,4.48,41.48,28.50,0.14,6.47,0.10,4.61
region_8,10,3,2,region_8#10#3#2,274557,32.02,31.28,36.70,63.07,4.09,0.07,3.19,0.04,2.25,65.22,2.01,0.07,2.52,0.04,1.95,64.89,2.39,0.07,2.50,0.02,2.08,59.63,7.35,0.07,4.36,0.04,2.65
region_8,10,3,3,region_8#10#3#3,135554,26.12,24.07,49.80,54.44,8.04,0.14,6.52,1.45,4.86,59.66,4.81,0.15,4.31,0.72,3.85,57.56,5.82,0.15,5.14,1.23,4.44,50.20,10.81,0.13,8.35,1.93,5.58
region_8,10,3,4,region_8#10#3#4,55769,30.50,20.89,48.61,48.32,28.97,0.02,1.06,0.02,0.74,47.52,31.25,0.02,0.39,0.02,0.42,57.91,15.75,0.02,0.63,0.04,0.62,44.71,33.23,0.02,1.67,0.02,1.00
region_8,10,5,1,region_8#10#5#1,1461,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
region_8,10,5,2,region_8#10#5#2,34130,26.21,30.14,43.65,60.73,7.30,0.08,3.02,0.06,2.47,63.34,3.92,0.08,2.71,0.06,2.45,63.02,4.52,0.08,2.46,0.04,2.51,57.59,11.24,0.08,3.58,0.07,2.44
region_8,0,3,1,region_8#0#3#1,10735,17.46,4.34,4.29,13.36,6.22,0.01,0.30,0.00,0.34,53.96,20.41,0.06,0.65,0.01,1.26,53.81,19.72,0.05,1.74,0.01,1.20,37.36,41.96,0.04,2.56,0.01,1.52
region_8,0,3,2,region_8#0#3#2,87210,33.39,31.33,35.28,62.20,5.49,0.06,3.25,0.04,2.05,64.94,3.15,0.05,2.22,0.04,1.54,64.75,3.03,0.05,2.42,0.02,1.80,57.35,9.90,0.07,4.96,0.04,2.76
region_8,0,3,3,region_8#0#3#3,79487,23.83,21.92,54.25,52.93,8.12,0.15,6.57,2.70,4.99,60.02,4.49,0.13,3.52,1.50,3.27,56.49,6.00,0.14,5.05,2.17,4.43,48.38,10.58,0.15,8.52,3.45,5.98
region_8,0,3,4,region_8#0#3#4,39011,31.07,20.93,48.00,48.36,28.83,0.02,1.13,0.02,0.79,47.30,31.50,0.02,0.40,0.02,0.43,57.06,16.87,0.02,0.66,0.04,0.66,45.25,32.31,0.02,1.81,0.02,1.09
region_8,0,5,2,region_8#0#5#2,12295,24.53,21.71,53.76,52.86,13.27,0.11,6.25,0.06,4.23,53.44,17.97,0.07,2.79,0.06,2.12,58.37,9.29,0.07,3.96,0.04,3.04,50.38,12.73,0.15,8.76,0.08,5.68
